"T.gas","T.liquid","U.gas:0","U.gas:1","U.gas:2","U.liquid:0","U.liquid:1","U.liquid:2","air.gas","alpha.gas","alpha.liquid","alphat.gas","alphat.liquid","d.gas","k.gas","k.liquid","nut.gas","nut.liquid","omega.gas","omega.liquid","p","p_rgh","particle.gas","particle.liquid","particleMass_inAir","water.liquid","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
350,350,0.70132,0.057774,-0.045379,0.69953,-0.02931,-0.0033248,1,0.007812,0.99219,0.096408,1.0554,0.0005786,0.015402,0.017563,0.00069228,0.0007958,18.869,17.449,1.3939e+07,1.3941e+07,0,0.18182,1.1004,0.81818,1,0.1046,0,0.15,0.1046
350,350,0.70133,0.058032,-0.045209,0.69955,-0.029065,-0.0032261,1,0.0078057,0.99219,0.095923,1.0526,0.0005786,0.015361,0.017562,0.0006888,0.00079362,18.893,17.483,1.3939e+07,1.3941e+07,0,0.18182,1.0989,0.81818,1,0.1048,0,0.15,0.1048
350,350,0.70133,0.05829,-0.045039,0.69956,-0.02882,-0.0031274,1,0.0077995,0.9922,0.095437,1.0497,0.0005786,0.015321,0.017561,0.00068531,0.00079144,18.916,17.518,1.3939e+07,1.3941e+07,0,0.18182,1.0975,0.81818,1,0.105,0,0.15,0.105
350,350,0.70134,0.058548,-0.044869,0.69958,-0.028575,-0.0030286,1,0.0077932,0.99221,0.094951,1.0468,0.0005786,0.015281,0.017559,0.00068182,0.00078926,18.939,17.552,1.3939e+07,1.3941e+07,0,0.18182,1.096,0.81818,1,0.1052,0,0.15,0.1052
350,350,0.70135,0.058806,-0.044699,0.6996,-0.02833,-0.0029299,1,0.0077869,0.99221,0.094465,1.0439,0.0005786,0.015241,0.017558,0.00067833,0.00078708,18.963,17.587,1.3939e+07,1.3941e+07,0,0.18182,1.0946,0.81818,1,0.1054,0,0.15,0.1054
350,350,0.70135,0.059064,-0.044529,0.69961,-0.028085,-0.0028312,1,0.0077807,0.99222,0.093979,1.041,0.0005786,0.0152,0.017557,0.00067484,0.00078489,18.986,17.622,1.3939e+07,1.3941e+07,0,0.18182,1.0931,0.81818,1,0.1056,0,0.15,0.1056
350,350,0.70136,0.059322,-0.044359,0.69963,-0.027841,-0.0027325,1,0.0077744,0.99223,0.093494,1.0381,0.0005786,0.01516,0.017556,0.00067136,0.00078271,19.009,17.656,1.3939e+07,1.3941e+07,0,0.18182,1.0917,0.81818,1,0.1058,0,0.15,0.1058
350,350,0.70137,0.05958,-0.044189,0.69965,-0.027596,-0.0026338,1,0.0077682,0.99223,0.093008,1.0352,0.0005786,0.01512,0.017555,0.00066787,0.00078053,19.033,17.691,1.3939e+07,1.3941e+07,0,0.18182,1.0902,0.81818,1,0.106,0,0.15,0.106
350,350,0.70137,0.059838,-0.044019,0.69966,-0.027351,-0.0025351,1,0.0077619,0.99224,0.092522,1.0323,0.0005786,0.01508,0.017553,0.00066438,0.00077835,19.056,17.725,1.3939e+07,1.3941e+07,0,0.18182,1.0887,0.81818,1,0.1062,0,0.15,0.1062
350,350,0.70138,0.060096,-0.043849,0.69968,-0.027106,-0.0024364,1,0.0077557,0.99224,0.092036,1.0294,0.0005786,0.015039,0.017552,0.00066089,0.00077617,19.079,17.76,1.3939e+07,1.3941e+07,0,0.18182,1.0873,0.81818,1,0.1064,0,0.15,0.1064
350,350,0.70139,0.060354,-0.043679,0.6997,-0.026861,-0.0023377,1,0.0077494,0.99225,0.091551,1.0265,0.0005786,0.014999,0.017551,0.0006574,0.00077398,19.103,17.794,1.3939e+07,1.3941e+07,0,0.18182,1.0858,0.81818,1,0.1066,0,0.15,0.1066
350,350,0.70139,0.060613,-0.043509,0.69971,-0.026616,-0.002239,1,0.0077431,0.99226,0.091065,1.0236,0.0005786,0.014959,0.01755,0.00065391,0.0007718,19.126,17.829,1.3939e+07,1.3941e+07,0,0.18182,1.0844,0.81818,1,0.1068,0,0.15,0.1068
350,350,0.7014,0.060871,-0.043339,0.69973,-0.026371,-0.0021403,1,0.0077369,0.99226,0.090579,1.0207,0.0005786,0.014919,0.017548,0.00065043,0.00076962,19.149,17.863,1.3939e+07,1.3941e+07,0,0.18182,1.0829,0.81818,1,0.107,0,0.15,0.107
350,350,0.70141,0.061129,-0.04317,0.69975,-0.026126,-0.0020417,1,0.0077306,0.99227,0.090093,1.0178,0.0005786,0.014878,0.017547,0.00064694,0.00076744,19.173,17.898,1.3939e+07,1.3941e+07,0,0.18182,1.0815,0.81818,1,0.1072,0,0.15,0.1072
350,350,0.70141,0.061387,-0.043,0.69976,-0.025881,-0.001943,1,0.0077244,0.99228,0.089608,1.0149,0.0005786,0.014838,0.017546,0.00064345,0.00076526,19.196,17.932,1.3939e+07,1.3941e+07,0,0.18182,1.08,0.81818,1,0.1074,0,0.15,0.1074
350,350,0.70142,0.061645,-0.04283,0.69978,-0.025636,-0.0018443,1,0.0077181,0.99228,0.089122,1.012,0.0005786,0.014798,0.017545,0.00063996,0.00076307,19.219,17.967,1.3939e+07,1.3941e+07,0,0.18182,1.0786,0.81818,1,0.1076,0,0.15,0.1076
350,350,0.70143,0.061903,-0.04266,0.6998,-0.025391,-0.0017456,1,0.0077118,0.99229,0.088636,1.0091,0.0005786,0.014758,0.017544,0.00063647,0.00076089,19.243,18.001,1.3939e+07,1.3941e+07,0,0.18182,1.0771,0.81819,1,0.1078,0,0.15,0.1078
350,350,0.70143,0.062161,-0.04249,0.69982,-0.025146,-0.001647,1,0.0077056,0.99229,0.08815,1.0063,0.0005786,0.014718,0.017542,0.00063298,0.00075871,19.266,18.036,1.3939e+07,1.3941e+07,0,0.18182,1.0757,0.81819,1,0.108,0,0.15,0.108
350,350,0.70144,0.062419,-0.04232,0.69983,-0.024901,-0.0015483,1,0.0076993,0.9923,0.087664,1.0034,0.0005786,0.014677,0.017541,0.0006295,0.00075653,19.29,18.07,1.3939e+07,1.3941e+07,0,0.18182,1.0742,0.81819,1,0.1082,0,0.15,0.1082
350,350,0.70145,0.062677,-0.04215,0.69985,-0.024656,-0.0014496,1,0.0076931,0.99231,0.087179,1.0005,0.0005786,0.014637,0.01754,0.00062601,0.00075435,19.313,18.105,1.3939e+07,1.3941e+07,0,0.18182,1.0727,0.81819,1,0.1084,0,0.15,0.1084
350,350,0.70145,0.062935,-0.04198,0.69987,-0.024412,-0.001351,1,0.0076868,0.99231,0.086693,0.99757,0.0005786,0.014597,0.017539,0.00062252,0.00075216,19.336,18.14,1.3939e+07,1.3941e+07,0,0.18182,1.0713,0.81819,1,0.1086,0,0.15,0.1086
350,350,0.70146,0.063193,-0.04181,0.69988,-0.024167,-0.0012523,1,0.0076806,0.99232,0.086207,0.99468,0.0005786,0.014557,0.017538,0.00061903,0.00074998,19.36,18.174,1.3939e+07,1.3941e+07,0,0.18181,1.0698,0.81819,1,0.1088,0,0.15,0.1088
350,350,0.70147,0.063451,-0.04164,0.6999,-0.023922,-0.0011536,1,0.0076743,0.99233,0.085721,0.99179,0.0005786,0.014516,0.017536,0.00061554,0.0007478,19.383,18.209,1.3939e+07,1.3941e+07,0,0.18181,1.0684,0.81819,1,0.109,0,0.15,0.109
350,350,0.70147,0.063709,-0.04147,0.69992,-0.023677,-0.001055,1,0.007668,0.99233,0.085236,0.98889,0.0005786,0.014476,0.017535,0.00061205,0.00074562,19.406,18.243,1.3939e+07,1.3941e+07,0,0.18181,1.0669,0.81819,1,0.1092,0,0.15,0.1092
350,350,0.70148,0.063967,-0.0413,0.69993,-0.023432,-0.00095633,1,0.0076618,0.99234,0.08475,0.986,0.0005786,0.014436,0.017534,0.00060857,0.00074344,19.43,18.278,1.3939e+07,1.3941e+07,0,0.18181,1.0655,0.81819,1,0.1094,0,0.15,0.1094
350,350,0.70148,0.064226,-0.04113,0.69995,-0.023187,-0.00085769,1,0.0076555,0.99234,0.084264,0.9831,0.0005786,0.014396,0.017533,0.00060508,0.00074125,19.453,18.312,1.3939e+07,1.3941e+07,0,0.18181,1.064,0.81819,1,0.1096,0,0.15,0.1096
350,350,0.70149,0.064484,-0.04096,0.69997,-0.022942,-0.00075904,1,0.0076493,0.99235,0.083778,0.98021,0.0005786,0.014355,0.017531,0.00060159,0.00073907,19.476,18.347,1.3939e+07,1.3941e+07,0,0.18181,1.0626,0.81819,1,0.1098,0,0.15,0.1098
350,350,0.7015,0.064742,-0.04079,0.69998,-0.022697,-0.0006604,1,0.007643,0.99236,0.083292,0.97732,0.0005786,0.014315,0.01753,0.0005981,0.00073689,19.5,18.381,1.3939e+07,1.3941e+07,0,0.18181,1.0611,0.81819,1,0.11,0,0.15,0.11
350,350,0.7015,0.065,-0.04062,0.7,-0.022452,-0.00056176,1,0.0076367,0.99236,0.082807,0.97442,0.0005786,0.014275,0.017529,0.00059461,0.00073471,19.523,18.416,1.3939e+07,1.3941e+07,0,0.18181,1.0597,0.81819,1,0.1102,0,0.15,0.1102
350,350,0.70151,0.065258,-0.04045,0.70002,-0.022207,-0.00046313,1,0.0076305,0.99237,0.082321,0.97153,0.0005786,0.014235,0.017528,0.00059112,0.00073253,19.546,18.45,1.3939e+07,1.3941e+07,0,0.18181,1.0582,0.81819,1,0.1104,0,0.15,0.1104
350,350,0.70152,0.065516,-0.04028,0.70004,-0.021962,-0.0003645,1,0.0076242,0.99238,0.081835,0.96863,0.0005786,0.014194,0.017527,0.00058764,0.00073034,19.57,18.485,1.3939e+07,1.3941e+07,0,0.18181,1.0567,0.81819,1,0.1106,0,0.15,0.1106
350,350,0.70152,0.065774,-0.040111,0.70005,-0.021717,-0.00026587,1,0.007618,0.99238,0.081349,0.96574,0.0005786,0.014154,0.017525,0.00058415,0.00072816,19.593,18.519,1.3939e+07,1.3941e+07,0,0.18181,1.0553,0.81819,1,0.1108,0,0.15,0.1108
350,350,0.70135,0.065949,-0.039919,0.69989,-0.021555,-0.0001576,1,0.0076123,0.99239,0.080931,0.96317,0.0005786,0.014114,0.017522,0.00058114,0.00072622,19.614,18.555,1.3939e+07,1.3941e+07,0,0.18181,1.0541,0.81819,1,0.111,0,0.15,0.111
350,350,0.70104,0.066064,-0.039711,0.69959,-0.021453,-4.2279e-05,1,0.0076071,0.99239,0.080561,0.96083,0.0005786,0.014075,0.017516,0.00057848,0.00072446,19.633,18.591,1.3939e+07,1.3941e+07,0,0.18181,1.053,0.81819,1,0.1112,0,0.15,0.1112
350,350,0.70073,0.066179,-0.039503,0.6993,-0.021351,7.303e-05,1,0.0076019,0.9924,0.080191,0.95849,0.0005786,0.014035,0.017511,0.00057583,0.0007227,19.653,18.627,1.3939e+07,1.3941e+07,0,0.18181,1.052,0.81819,1,0.1114,0,0.15,0.1114
350,350,0.70042,0.066294,-0.039295,0.699,-0.021248,0.00018834,1,0.0075966,0.9924,0.079821,0.95616,0.0005786,0.013996,0.017506,0.00057317,0.00072094,19.672,18.663,1.3939e+07,1.3941e+07,0,0.18181,1.051,0.81819,1,0.1116,0,0.15,0.1116
350,350,0.70011,0.066409,-0.039087,0.6987,-0.021146,0.00030364,1,0.0075914,0.99241,0.079451,0.95382,0.0005786,0.013957,0.0175,0.00057051,0.00071918,19.691,18.699,1.3939e+07,1.3941e+07,0,0.18181,1.05,0.81819,1,0.1118,0,0.15,0.1118
350,350,0.6998,0.066524,-0.038879,0.69841,-0.021044,0.00041895,1,0.0075862,0.99241,0.079081,0.95148,0.0005786,0.013917,0.017495,0.00056786,0.00071741,19.71,18.735,1.3939e+07,1.3941e+07,0,0.18181,1.0489,0.81819,1,0.112,0,0.15,0.112
350,350,0.6995,0.066639,-0.038671,0.69811,-0.020942,0.00053425,1,0.0075809,0.99242,0.078711,0.94915,0.0005786,0.013878,0.01749,0.0005652,0.00071565,19.73,18.771,1.3939e+07,1.3941e+07,0,0.18181,1.0479,0.81819,1,0.1122,0,0.15,0.1122
350,350,0.69919,0.066754,-0.038463,0.69781,-0.02084,0.00064955,1,0.0075757,0.99242,0.078341,0.94681,0.0005786,0.013838,0.017484,0.00056254,0.00071389,19.749,18.807,1.3939e+07,1.3941e+07,0,0.18181,1.0469,0.81819,1,0.1124,0,0.15,0.1124
350,350,0.69888,0.066868,-0.038255,0.69752,-0.020738,0.00076484,1,0.0075705,0.99243,0.077971,0.94447,0.0005786,0.013799,0.017479,0.00055989,0.00071213,19.768,18.843,1.3939e+07,1.3941e+07,0,0.18181,1.0458,0.81819,1,0.1126,0,0.15,0.1126
350,350,0.69857,0.066983,-0.038048,0.69722,-0.020636,0.00088013,1,0.0075653,0.99243,0.077601,0.94214,0.0005786,0.013759,0.017474,0.00055723,0.00071037,19.787,18.879,1.3939e+07,1.3941e+07,0,0.18181,1.0448,0.81819,1,0.1128,0,0.15,0.1128
350,350,0.69826,0.067098,-0.03784,0.69693,-0.020534,0.00099541,1,0.00756,0.99244,0.077231,0.9398,0.0005786,0.01372,0.017468,0.00055458,0.0007086,19.807,18.915,1.3939e+07,1.3941e+07,0,0.18181,1.0438,0.81819,1,0.113,0,0.15,0.113
350,350,0.69795,0.067213,-0.037632,0.69663,-0.020431,0.0011107,1,0.0075548,0.99245,0.076861,0.93746,0.0005786,0.01368,0.017463,0.00055192,0.00070684,19.826,18.951,1.3939e+07,1.3941e+07,0,0.18181,1.0427,0.81819,1,0.1132,0,0.15,0.1132
350,350,0.69764,0.067328,-0.037424,0.69633,-0.020329,0.001226,1,0.0075496,0.99245,0.076491,0.93513,0.0005786,0.013641,0.017458,0.00054926,0.00070508,19.845,18.987,1.3939e+07,1.3941e+07,0,0.18181,1.0417,0.81819,1,0.1134,0,0.15,0.1134
350,350,0.69734,0.067443,-0.037216,0.69604,-0.020227,0.0013413,1,0.0075443,0.99246,0.076121,0.93279,0.0005786,0.013601,0.017452,0.00054661,0.00070332,19.865,19.023,1.3939e+07,1.3941e+07,0,0.18181,1.0407,0.81819,1,0.1136,0,0.15,0.1136
350,350,0.69703,0.067558,-0.037008,0.69574,-0.020125,0.0014565,1,0.0075391,0.99246,0.075751,0.93045,0.0005786,0.013562,0.017447,0.00054395,0.00070156,19.884,19.059,1.3939e+07,1.3941e+07,0,0.18181,1.0397,0.81819,1,0.1138,0,0.15,0.1138
350,350,0.69672,0.067673,-0.0368,0.69544,-0.020023,0.0015718,1,0.0075339,0.99247,0.075381,0.92812,0.0005786,0.013522,0.017442,0.00054129,0.0006998,19.903,19.095,1.3939e+07,1.3941e+07,0,0.18181,1.0386,0.81819,1,0.114,0,0.15,0.114
350,350,0.69641,0.067788,-0.036593,0.69515,-0.019921,0.0016871,1,0.0075287,0.99247,0.075011,0.92578,0.0005786,0.013483,0.017436,0.00053864,0.00069803,19.922,19.131,1.3939e+07,1.3941e+07,0,0.18181,1.0376,0.81819,1,0.1142,0,0.15,0.1142
350,350,0.6961,0.067902,-0.036385,0.69485,-0.019819,0.0018023,1,0.0075234,0.99248,0.074641,0.92344,0.0005786,0.013443,0.017431,0.00053598,0.00069627,19.942,19.167,1.3939e+07,1.3941e+07,0,0.18181,1.0366,0.81819,1,0.1144,0,0.15,0.1144
350,350,0.69579,0.068017,-0.036177,0.69456,-0.019717,0.0019176,1,0.0075182,0.99248,0.074271,0.92111,0.0005786,0.013404,0.017426,0.00053332,0.00069451,19.961,19.203,1.3939e+07,1.3941e+07,0,0.18181,1.0355,0.81819,1,0.1146,0,0.15,0.1146
350,350,0.69548,0.068132,-0.035969,0.69426,-0.019615,0.0020329,1,0.007513,0.99249,0.073902,0.91877,0.0005786,0.013364,0.01742,0.00053067,0.00069275,19.98,19.239,1.3939e+07,1.3941e+07,0,0.18181,1.0345,0.81819,1,0.1148,0,0.15,0.1148
350,350,0.69517,0.068247,-0.035761,0.69396,-0.019512,0.0021481,1,0.0075078,0.99249,0.073532,0.91644,0.0005786,0.013325,0.017415,0.00052801,0.00069099,19.999,19.275,1.3939e+07,1.3941e+07,0,0.18181,1.0335,0.81819,1,0.115,0,0.15,0.115
350,350,0.69487,0.068362,-0.035553,0.69367,-0.01941,0.0022634,1,0.0075025,0.9925,0.073162,0.9141,0.0005786,0.013285,0.017409,0.00052535,0.00068922,20.019,19.311,1.3939e+07,1.3941e+07,0,0.18181,1.0324,0.81819,1,0.1152,0,0.15,0.1152
350,350,0.69456,0.068477,-0.035345,0.69337,-0.019308,0.0023786,1,0.0074973,0.9925,0.072792,0.91176,0.0005786,0.013246,0.017404,0.0005227,0.00068746,20.038,19.347,1.3939e+07,1.3941e+07,0,0.18181,1.0314,0.81819,1,0.1154,0,0.15,0.1154
350,350,0.69425,0.068592,-0.035138,0.69308,-0.019206,0.0024939,1,0.0074921,0.99251,0.072422,0.90943,0.0005786,0.013207,0.017399,0.00052004,0.0006857,20.057,19.383,1.3939e+07,1.3941e+07,0,0.18181,1.0304,0.81819,1,0.1156,0,0.15,0.1156
350,350,0.69394,0.068707,-0.03493,0.69278,-0.019104,0.0026091,1,0.0074868,0.99251,0.072052,0.90709,0.0005786,0.013167,0.017393,0.00051738,0.00068394,20.077,19.42,1.3939e+07,1.3941e+07,0,0.18181,1.0294,0.81819,1,0.1158,0,0.15,0.1158
350,350,0.69363,0.068822,-0.034722,0.69248,-0.019002,0.0027244,1,0.0074816,0.99252,0.071682,0.90475,0.0005786,0.013128,0.017388,0.00051473,0.00068218,20.096,19.456,1.3939e+07,1.3941e+07,0,0.18181,1.0283,0.81819,1,0.116,0,0.15,0.116
350,350,0.69332,0.068936,-0.034514,0.69219,-0.0189,0.0028396,1,0.0074764,0.99252,0.071312,0.90242,0.0005786,0.013088,0.017383,0.00051207,0.00068042,20.115,19.492,1.3939e+07,1.3941e+07,0,0.18181,1.0273,0.81819,1,0.1162,0,0.15,0.1162
350,350,0.69301,0.069051,-0.034306,0.69189,-0.018798,0.0029548,1,0.0074712,0.99253,0.070942,0.90008,0.0005786,0.013049,0.017377,0.00050941,0.00067865,20.134,19.528,1.3939e+07,1.3941e+07,0,0.18181,1.0263,0.81819,1,0.1164,0,0.15,0.1164
350,350,0.6927,0.069166,-0.034098,0.69159,-0.018695,0.0030701,1,0.0074659,0.99253,0.070572,0.89774,0.0005786,0.013009,0.017372,0.00050676,0.00067689,20.154,19.564,1.3939e+07,1.3941e+07,0,0.18181,1.0252,0.81819,1,0.1166,0,0.15,0.1166
350,350,0.6924,0.069281,-0.033891,0.6913,-0.018593,0.0031853,1,0.0074607,0.99254,0.070202,0.89541,0.0005786,0.01297,0.017367,0.0005041,0.00067513,20.173,19.6,1.3939e+07,1.3941e+07,0,0.18181,1.0242,0.81819,1,0.1168,0,0.15,0.1168
350,350,0.69209,0.069396,-0.033683,0.691,-0.018491,0.0033005,1,0.0074555,0.99254,0.069832,0.89307,0.0005786,0.01293,0.017361,0.00050144,0.00067337,20.192,19.636,1.3939e+07,1.3941e+07,0,0.18181,1.0232,0.81819,1,0.117,0,0.15,0.117
350,350,0.69178,0.069511,-0.033475,0.69071,-0.018389,0.0034157,1,0.0074502,0.99255,0.069462,0.89073,0.0005786,0.012891,0.017356,0.00049879,0.00067161,20.211,19.672,1.3939e+07,1.3941e+07,0,0.18181,1.0221,0.81819,1,0.1172,0,0.15,0.1172
350,350,0.69147,0.069626,-0.033267,0.69041,-0.018287,0.003531,1,0.007445,0.99255,0.069092,0.8884,0.0005786,0.012851,0.017351,0.00049613,0.00066985,20.231,19.708,1.3939e+07,1.3941e+07,0,0.18181,1.0211,0.81819,1,0.1174,0,0.15,0.1174
350,350,0.69116,0.069741,-0.033059,0.69011,-0.018185,0.0036462,1,0.0074398,0.99256,0.068722,0.88606,0.0005786,0.012812,0.017345,0.00049348,0.00066808,20.25,19.744,1.3939e+07,1.3941e+07,0,0.18181,1.0201,0.81819,1,0.1176,0,0.15,0.1176
350,350,0.69085,0.069856,-0.032852,0.68982,-0.018083,0.0037614,1,0.0074346,0.99257,0.068352,0.88372,0.0005786,0.012772,0.01734,0.00049082,0.00066632,20.269,19.78,1.3939e+07,1.3941e+07,0,0.18181,1.019,0.81819,1,0.1178,0,0.15,0.1178
350,350,0.69054,0.069971,-0.032644,0.68952,-0.017981,0.0038766,1,0.0074293,0.99257,0.067982,0.88139,0.0005786,0.012733,0.017335,0.00048816,0.00066456,20.289,19.816,1.3939e+07,1.3941e+07,0,0.18181,1.018,0.81819,1,0.118,0,0.15,0.118
350,350,0.69023,0.070085,-0.032436,0.68922,-0.017878,0.0039918,1,0.0074241,0.99258,0.067612,0.87905,0.0005786,0.012693,0.017329,0.00048551,0.0006628,20.308,19.852,1.3939e+07,1.3941e+07,0,0.18181,1.017,0.81819,1,0.1182,0,0.15,0.1182
350,350,0.68993,0.0702,-0.032228,0.68893,-0.017776,0.004107,1,0.0074189,0.99258,0.067243,0.87671,0.0005786,0.012654,0.017324,0.00048285,0.00066104,20.327,19.888,1.3939e+07,1.3941e+07,0,0.18181,1.016,0.81819,1,0.1184,0,0.15,0.1184
350,350,0.68962,0.070315,-0.03202,0.68863,-0.017674,0.0042222,1,0.0074137,0.99259,0.066873,0.87438,0.0005786,0.012614,0.017319,0.00048019,0.00065928,20.346,19.924,1.3939e+07,1.3941e+07,0,0.18181,1.0149,0.81819,1,0.1186,0,0.15,0.1186
350,350,0.68931,0.07043,-0.031813,0.68834,-0.017572,0.0043374,1,0.0074084,0.99259,0.066503,0.87204,0.0005786,0.012575,0.017313,0.00047754,0.00065751,20.366,19.96,1.3939e+07,1.3941e+07,0,0.18181,1.0139,0.81819,1,0.1188,0,0.15,0.1188
350,350,0.689,0.070545,-0.031605,0.68804,-0.01747,0.0044526,1,0.0074032,0.9926,0.066133,0.8697,0.0005786,0.012535,0.017308,0.00047488,0.00065575,20.385,19.996,1.3939e+07,1.3941e+07,0,0.18181,1.0129,0.81819,1,0.119,0,0.15,0.119
350,350,0.68869,0.07066,-0.031397,0.68774,-0.017368,0.0045678,1,0.007398,0.9926,0.065763,0.86737,0.0005786,0.012496,0.017303,0.00047222,0.00065399,20.404,20.032,1.3939e+07,1.3941e+07,0,0.18181,1.0118,0.81819,1,0.1192,0,0.15,0.1192
350,350,0.68838,0.070775,-0.031189,0.68745,-0.017266,0.004683,1,0.0073927,0.99261,0.065393,0.86503,0.0005786,0.012457,0.017297,0.00046957,0.00065223,20.423,20.068,1.3939e+07,1.3941e+07,0,0.18181,1.0108,0.81819,1,0.1194,0,0.15,0.1194
350,350,0.68807,0.07089,-0.030982,0.68715,-0.017164,0.0047982,1,0.0073875,0.99261,0.065023,0.8627,0.0005786,0.012417,0.017292,0.00046691,0.00065047,20.443,20.104,1.3939e+07,1.3941e+07,0,0.18181,1.0098,0.81819,1,0.1196,0,0.15,0.1196
350,350,0.68777,0.071005,-0.030774,0.68685,-0.017061,0.0049134,1,0.0073823,0.99262,0.064653,0.86036,0.0005786,0.012378,0.017287,0.00046425,0.00064871,20.462,20.14,1.3939e+07,1.3941e+07,0,0.18181,1.0087,0.81819,1,0.1198,0,0.15,0.1198
350,350,0.68746,0.071119,-0.030566,0.68656,-0.016959,0.0050285,1,0.0073771,0.99262,0.064283,0.85802,0.0005786,0.012338,0.017281,0.0004616,0.00064694,20.481,20.176,1.3939e+07,1.3941e+07,0,0.18181,1.0077,0.81819,1,0.12,0,0.15,0.12
350,350,0.68715,0.071234,-0.030358,0.68626,-0.016857,0.0051437,1,0.0073718,0.99263,0.063913,0.85569,0.0005786,0.012299,0.017276,0.00045894,0.00064518,20.5,20.212,1.3939e+07,1.3941e+07,0,0.18181,1.0067,0.81819,1,0.1202,0,0.15,0.1202
350,350,0.68684,0.071349,-0.03015,0.68597,-0.016755,0.0052589,1,0.0073666,0.99263,0.063543,0.85335,0.0005786,0.012259,0.017271,0.00045628,0.00064342,20.52,20.248,1.3939e+07,1.3941e+07,0,0.18181,1.0057,0.81819,1,0.1204,0,0.15,0.1204
350,350,0.68653,0.071464,-0.029943,0.68567,-0.016653,0.0053741,1,0.0073614,0.99264,0.063173,0.85101,0.0005786,0.01222,0.017265,0.00045363,0.00064166,20.539,20.284,1.3939e+07,1.3941e+07,0,0.18181,1.0046,0.81819,1,0.1206,0,0.15,0.1206
350,350,0.68622,0.071579,-0.029735,0.68537,-0.016551,0.0054892,1,0.0073562,0.99264,0.062803,0.84868,0.0005786,0.01218,0.01726,0.00045097,0.0006399,20.558,20.32,1.3939e+07,1.3941e+07,0,0.18181,1.0036,0.81819,1,0.1208,0,0.15,0.1208
350,350,0.68588,0.07167,-0.029524,0.68504,-0.016472,0.0056056,1,0.0073509,0.99265,0.062446,0.84643,0.0005786,0.012141,0.017254,0.00044841,0.0006382,20.576,20.356,1.3939e+07,1.3941e+07,0,0.18181,1.0027,0.81819,1,0.121,0,0.15,0.121
350,350,0.68528,0.071591,-0.029291,0.68445,-0.016561,0.0057304,1,0.0073459,0.99265,0.062186,0.84482,0.0005786,0.012104,0.017243,0.00044654,0.00063699,20.585,20.385,1.3939e+07,1.3941e+07,0,0.18181,1.0024,0.81819,1,0.1212,0,0.15,0.1212
350,350,0.68468,0.071513,-0.029058,0.68386,-0.016651,0.0058553,1,0.0073408,0.99266,0.061925,0.84321,0.0005786,0.012066,0.017232,0.00044467,0.00063577,20.593,20.415,1.3939e+07,1.3941e+07,0,0.18181,1.0021,0.81819,1,0.1214,0,0.15,0.1214
350,350,0.68408,0.071434,-0.028825,0.68328,-0.01674,0.0059802,1,0.0073357,0.99266,0.061664,0.8416,0.0005786,0.012029,0.017221,0.00044279,0.00063456,20.602,20.444,1.3939e+07,1.3941e+07,0,0.18181,1.0018,0.81819,1,0.1216,0,0.15,0.1216
350,350,0.68348,0.071355,-0.028592,0.68269,-0.01683,0.006105,1,0.0073307,0.99267,0.061404,0.83999,0.0005786,0.011992,0.01721,0.00044092,0.00063335,20.61,20.474,1.3939e+07,1.3941e+07,0,0.18181,1.0016,0.81819,1,0.1218,0,0.15,0.1218
350,350,0.68288,0.071276,-0.028359,0.6821,-0.016919,0.0062299,1,0.0073256,0.99267,0.061143,0.83838,0.0005786,0.011955,0.017199,0.00043905,0.00063213,20.619,20.504,1.3939e+07,1.3941e+07,0,0.18181,1.0013,0.81819,1,0.122,0,0.15,0.122
350,350,0.68228,0.071197,-0.028126,0.68151,-0.017009,0.0063548,1,0.0073205,0.99268,0.060882,0.83677,0.0005786,0.011917,0.017189,0.00043718,0.00063092,20.627,20.533,1.3939e+07,1.3941e+07,0,0.18181,1.001,0.81819,1,0.1222,0,0.15,0.1222
350,350,0.68168,0.071118,-0.027893,0.68092,-0.017098,0.0064796,1,0.0073155,0.99268,0.060622,0.83516,0.0005786,0.01188,0.017178,0.00043531,0.00062971,20.636,20.563,1.3939e+07,1.3941e+07,0,0.18181,1.0008,0.81819,1,0.1224,0,0.15,0.1224
350,350,0.68108,0.071039,-0.02766,0.68033,-0.017188,0.0066045,1,0.0073104,0.99269,0.060361,0.83355,0.0005786,0.011843,0.017167,0.00043343,0.00062849,20.644,20.592,1.3939e+07,1.3941e+07,0,0.18181,1.0005,0.81819,1,0.1226,0,0.15,0.1226
350,350,0.68048,0.07096,-0.027427,0.67974,-0.017277,0.0067293,1,0.0073053,0.99269,0.0601,0.83194,0.0005786,0.011805,0.017156,0.00043156,0.00062728,20.653,20.622,1.3939e+07,1.3941e+07,0,0.18181,1.0002,0.81819,1,0.1228,0,0.15,0.1228
350,350,0.67988,0.070881,-0.027194,0.67915,-0.017366,0.0068542,1,0.0073003,0.9927,0.05984,0.83033,0.0005786,0.011768,0.017145,0.00042969,0.00062606,20.661,20.652,1.3939e+07,1.3941e+07,0,0.18181,0.99994,0.81819,1,0.123,0,0.15,0.123
350,350,0.67928,0.070802,-0.026962,0.67856,-0.017456,0.006979,1,0.0072952,0.9927,0.059579,0.82872,0.0005786,0.011731,0.017134,0.00042782,0.00062485,20.67,20.681,1.3939e+07,1.3941e+07,0,0.18181,0.99967,0.81819,1,0.1232,0,0.15,0.1232
