"T.gas","T.liquid","U.gas:0","U.gas:1","U.gas:2","U.liquid:0","U.liquid:1","U.liquid:2","air.gas","alpha.gas","alpha.liquid","alphat.gas","alphat.liquid","d.gas","k.gas","k.liquid","nut.gas","nut.liquid","omega.gas","omega.liquid","p","p_rgh","particle.gas","particle.liquid","particleMass_inAir","water.liquid","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
350,350,0.47609,0.01729,-0.05298,0.47195,-0.068591,-0.013356,1,0.017148,0.98285,0.28366,1.8193,0.0005786,0.029656,0.014007,0.002037,0.0013717,14.558,10.215,1.3939e+07,1.3941e+07,0,0.18182,2.2689,0.81818,1,0.05,0,0.15,0.05
350,350,0.4777,0.017099,-0.053117,0.47356,-0.068774,-0.013384,1,0.016997,0.983,0.28306,1.8186,0.0005786,0.029583,0.014014,0.0020327,0.0013712,14.554,10.224,1.3939e+07,1.3941e+07,0,0.18182,2.2496,0.81818,1,0.0502,0,0.15,0.0502
350,350,0.47925,0.016953,-0.053243,0.47511,-0.068913,-0.013409,1,0.016867,0.98313,0.28243,1.8178,0.0005786,0.029511,0.014023,0.0020281,0.0013706,14.552,10.235,1.3939e+07,1.3941e+07,0,0.18182,2.2327,0.81818,1,0.0504,0,0.15,0.0504
350,350,0.48065,0.016925,-0.053335,0.4765,-0.068937,-0.013425,1,0.016788,0.98321,0.28172,1.8169,0.0005786,0.029441,0.014038,0.002023,0.0013699,14.554,10.252,1.3939e+07,1.3941e+07,0,0.18182,2.2226,0.81818,1,0.0506,0,0.15,0.0506
350,350,0.48204,0.016897,-0.053427,0.4779,-0.068961,-0.013442,1,0.016709,0.98329,0.281,1.816,0.0005786,0.02937,0.014053,0.0020179,0.0013692,14.557,10.269,1.3939e+07,1.3941e+07,0,0.18182,2.2125,0.81818,1,0.0508,0,0.15,0.0508
350,350,0.48344,0.016868,-0.053519,0.4793,-0.068985,-0.013459,1,0.016631,0.98337,0.28029,1.815,0.0005786,0.0293,0.014069,0.0020128,0.0013685,14.559,10.286,1.3939e+07,1.3941e+07,0,0.18182,2.2023,0.81818,1,0.051,0,0.15,0.051
350,350,0.48483,0.01684,-0.053611,0.48069,-0.06901,-0.013476,1,0.016552,0.98345,0.27958,1.8141,0.0005786,0.029229,0.014084,0.0020076,0.0013678,14.562,10.303,1.3939e+07,1.3941e+07,0,0.18182,2.1922,0.81818,1,0.0512,0,0.15,0.0512
350,350,0.48623,0.016812,-0.053703,0.48209,-0.069034,-0.013492,1,0.016474,0.98353,0.27886,1.8131,0.0005786,0.029159,0.014099,0.0020025,0.0013671,14.565,10.32,1.3939e+07,1.3941e+07,0,0.18182,2.182,0.81818,1,0.0514,0,0.15,0.0514
350,350,0.48763,0.016784,-0.053795,0.48349,-0.069058,-0.013509,1,0.016395,0.9836,0.27815,1.8122,0.0005786,0.029088,0.014115,0.0019974,0.0013664,14.567,10.337,1.3939e+07,1.3941e+07,0,0.18182,2.1719,0.81818,1,0.0516,0,0.15,0.0516
350,350,0.48902,0.016756,-0.053887,0.48488,-0.069082,-0.013526,1,0.016317,0.98368,0.27743,1.8112,0.0005786,0.029018,0.01413,0.0019922,0.0013656,14.57,10.354,1.3939e+07,1.3941e+07,0,0.18182,2.1617,0.81818,1,0.0518,0,0.15,0.0518
350,350,0.49042,0.016728,-0.053979,0.48628,-0.069106,-0.013543,1,0.016238,0.98376,0.27672,1.8103,0.0005786,0.028947,0.014146,0.0019871,0.0013649,14.573,10.371,1.3939e+07,1.3941e+07,0,0.18182,2.1516,0.81818,1,0.052,0,0.15,0.052
350,350,0.49181,0.0167,-0.054071,0.48767,-0.06913,-0.01356,1,0.016159,0.98384,0.27601,1.8093,0.0005786,0.028877,0.014161,0.001982,0.0013642,14.575,10.388,1.3939e+07,1.3941e+07,0,0.18182,2.1414,0.81818,1,0.0522,0,0.15,0.0522
350,350,0.49321,0.016672,-0.054163,0.48907,-0.069154,-0.013576,1,0.016081,0.98392,0.27529,1.8084,0.0005786,0.028806,0.014176,0.0019769,0.0013635,14.578,10.405,1.3939e+07,1.3941e+07,0,0.18182,2.1313,0.81818,1,0.0524,0,0.15,0.0524
350,350,0.49461,0.016644,-0.054255,0.49047,-0.069178,-0.013593,1,0.016002,0.984,0.27458,1.8074,0.0005786,0.028736,0.014192,0.0019717,0.0013628,14.58,10.422,1.3939e+07,1.3941e+07,0,0.18182,2.1211,0.81818,1,0.0526,0,0.15,0.0526
350,350,0.496,0.016616,-0.054347,0.49186,-0.069203,-0.01361,1,0.015924,0.98408,0.27386,1.8065,0.0005786,0.028665,0.014207,0.0019666,0.0013621,14.583,10.439,1.3939e+07,1.3941e+07,0,0.18182,2.111,0.81818,1,0.0528,0,0.15,0.0528
350,350,0.4974,0.016588,-0.054439,0.49326,-0.069227,-0.013627,1,0.015845,0.98415,0.27315,1.8055,0.0005786,0.028595,0.014222,0.0019615,0.0013614,14.586,10.456,1.3939e+07,1.3941e+07,0,0.18182,2.1008,0.81818,1,0.053,0,0.15,0.053
350,350,0.49879,0.01656,-0.054531,0.49466,-0.069251,-0.013643,1,0.015767,0.98423,0.27244,1.8046,0.0005786,0.028525,0.014238,0.0019563,0.0013606,14.588,10.474,1.3939e+07,1.3941e+07,0,0.18182,2.0907,0.81818,1,0.0532,0,0.15,0.0532
350,350,0.50019,0.016532,-0.054623,0.49605,-0.069275,-0.01366,1,0.015688,0.98431,0.27172,1.8036,0.0005786,0.028454,0.014253,0.0019512,0.0013599,14.591,10.491,1.3939e+07,1.3941e+07,0,0.18182,2.0806,0.81818,1,0.0534,0,0.15,0.0534
350,350,0.50159,0.016504,-0.054715,0.49745,-0.069299,-0.013677,1,0.015609,0.98439,0.27101,1.8027,0.0005786,0.028384,0.014268,0.0019461,0.0013592,14.594,10.508,1.3939e+07,1.3941e+07,0,0.18182,2.0704,0.81818,1,0.0536,0,0.15,0.0536
350,350,0.50298,0.016476,-0.054807,0.49885,-0.069323,-0.013694,1,0.015531,0.98447,0.27029,1.8017,0.0005786,0.028313,0.014284,0.001941,0.0013585,14.596,10.525,1.3939e+07,1.3941e+07,0,0.18182,2.0603,0.81818,1,0.0538,0,0.15,0.0538
350,350,0.50438,0.016448,-0.054899,0.50024,-0.069347,-0.013711,1,0.015452,0.98455,0.26958,1.8008,0.0005786,0.028243,0.014299,0.0019358,0.0013578,14.599,10.542,1.3939e+07,1.3941e+07,0,0.18182,2.0501,0.81818,1,0.054,0,0.15,0.054
350,350,0.50577,0.01642,-0.054991,0.50164,-0.069371,-0.013727,1,0.015374,0.98463,0.26887,1.7998,0.0005786,0.028172,0.014315,0.0019307,0.0013571,14.601,10.559,1.3939e+07,1.3941e+07,0,0.18182,2.04,0.81818,1,0.0542,0,0.15,0.0542
350,350,0.50717,0.016392,-0.055083,0.50304,-0.069396,-0.013744,1,0.015295,0.9847,0.26815,1.7989,0.0005786,0.028102,0.01433,0.0019256,0.0013563,14.604,10.576,1.3939e+07,1.3941e+07,0,0.18182,2.0298,0.81818,1,0.0544,0,0.15,0.0544
350,350,0.50857,0.016364,-0.055175,0.50443,-0.06942,-0.013761,1,0.015217,0.98478,0.26744,1.7979,0.0005786,0.028031,0.014345,0.0019205,0.0013556,14.607,10.593,1.3939e+07,1.3941e+07,0,0.18182,2.0197,0.81818,1,0.0546,0,0.15,0.0546
350,350,0.50996,0.016336,-0.055267,0.50583,-0.069444,-0.013778,1,0.015138,0.98486,0.26672,1.797,0.0005786,0.027961,0.014361,0.0019153,0.0013549,14.609,10.61,1.3939e+07,1.3941e+07,0,0.18182,2.0095,0.81818,1,0.0548,0,0.15,0.0548
350,350,0.51136,0.016308,-0.055359,0.50722,-0.069468,-0.013795,1,0.015059,0.98494,0.26601,1.796,0.0005786,0.02789,0.014376,0.0019102,0.0013542,14.612,10.627,1.3939e+07,1.3941e+07,0,0.18182,1.9994,0.81818,1,0.055,0,0.15,0.055
350,350,0.51275,0.01628,-0.055451,0.50862,-0.069492,-0.013811,1,0.014981,0.98502,0.2653,1.7951,0.0005786,0.02782,0.014391,0.0019051,0.0013535,14.615,10.644,1.3939e+07,1.3941e+07,0,0.18182,1.9892,0.81818,1,0.0552,0,0.15,0.0552
350,350,0.51415,0.016252,-0.055543,0.51002,-0.069516,-0.013828,1,0.014902,0.9851,0.26458,1.7941,0.0005786,0.02775,0.014407,0.0018999,0.0013528,14.617,10.661,1.3939e+07,1.3941e+07,0,0.18182,1.9791,0.81818,1,0.0554,0,0.15,0.0554
350,350,0.51555,0.016223,-0.055635,0.51141,-0.06954,-0.013845,1,0.014824,0.98518,0.26387,1.7932,0.0005786,0.027679,0.014422,0.0018948,0.0013521,14.62,10.678,1.3939e+07,1.3941e+07,0,0.18182,1.9689,0.81818,1,0.0556,0,0.15,0.0556
350,350,0.51694,0.016195,-0.055727,0.51281,-0.069564,-0.013862,1,0.014745,0.98525,0.26315,1.7922,0.0005786,0.027609,0.014437,0.0018897,0.0013513,14.622,10.695,1.3939e+07,1.3941e+07,0,0.18182,1.9588,0.81818,1,0.0558,0,0.15,0.0558
350,350,0.51834,0.016167,-0.055819,0.51421,-0.069589,-0.013878,1,0.014667,0.98533,0.26244,1.7913,0.0005786,0.027538,0.014453,0.0018846,0.0013506,14.625,10.712,1.3939e+07,1.3941e+07,0,0.18182,1.9487,0.81818,1,0.056,0,0.15,0.056
350,350,0.51973,0.016139,-0.055911,0.5156,-0.069613,-0.013895,1,0.014588,0.98541,0.26173,1.7904,0.0005786,0.027468,0.014468,0.0018794,0.0013499,14.628,10.73,1.3939e+07,1.3941e+07,0,0.18182,1.9385,0.81818,1,0.0562,0,0.15,0.0562
350,350,0.52113,0.016111,-0.056003,0.517,-0.069637,-0.013912,1,0.014509,0.98549,0.26101,1.7894,0.0005786,0.027397,0.014483,0.0018743,0.0013492,14.63,10.747,1.3939e+07,1.3941e+07,0,0.18182,1.9284,0.81818,1,0.0564,0,0.15,0.0564
350,350,0.52252,0.016083,-0.056096,0.5184,-0.069661,-0.013929,1,0.014431,0.98557,0.2603,1.7885,0.0005786,0.027327,0.014499,0.0018692,0.0013485,14.633,10.764,1.3939e+07,1.3941e+07,0,0.18182,1.9182,0.81818,1,0.0566,0,0.15,0.0566
350,350,0.52392,0.016055,-0.056188,0.51979,-0.069685,-0.013946,1,0.014352,0.98565,0.25958,1.7875,0.0005786,0.027256,0.014514,0.001864,0.0013478,14.636,10.781,1.3939e+07,1.3941e+07,0,0.18182,1.9081,0.81818,1,0.0568,0,0.15,0.0568
350,350,0.52532,0.016027,-0.05628,0.52119,-0.069709,-0.013962,1,0.014274,0.98573,0.25887,1.7866,0.0005786,0.027186,0.01453,0.0018589,0.0013471,14.638,10.798,1.3939e+07,1.3941e+07,0,0.18182,1.8979,0.81818,1,0.057,0,0.15,0.057
350,350,0.52671,0.015999,-0.056372,0.52259,-0.069733,-0.013979,1,0.014195,0.9858,0.25815,1.7856,0.0005786,0.027115,0.014545,0.0018538,0.0013463,14.641,10.815,1.3939e+07,1.3941e+07,0,0.18182,1.8878,0.81818,1,0.0572,0,0.15,0.0572
350,350,0.52811,0.015971,-0.056464,0.52398,-0.069757,-0.013996,1,0.014117,0.98588,0.25744,1.7847,0.0005786,0.027045,0.01456,0.0018487,0.0013456,14.643,10.832,1.3939e+07,1.3941e+07,0,0.18182,1.8776,0.81818,1,0.0574,0,0.15,0.0574
350,350,0.5295,0.015943,-0.056556,0.52538,-0.069782,-0.014013,1,0.014038,0.98596,0.25673,1.7837,0.0005786,0.026975,0.014576,0.0018435,0.0013449,14.646,10.849,1.3939e+07,1.3941e+07,0,0.18182,1.8675,0.81818,1,0.0576,0,0.15,0.0576
350,350,0.5309,0.015915,-0.056648,0.52677,-0.069806,-0.01403,1,0.013959,0.98604,0.25601,1.7828,0.0005786,0.026904,0.014591,0.0018384,0.0013442,14.649,10.866,1.3939e+07,1.3941e+07,0,0.18182,1.8573,0.81818,1,0.0578,0,0.15,0.0578
350,350,0.5323,0.015887,-0.05674,0.52817,-0.06983,-0.014047,1,0.013881,0.98612,0.2553,1.7818,0.0005786,0.026834,0.014606,0.0018333,0.0013435,14.651,10.883,1.3939e+07,1.3941e+07,0,0.18182,1.8472,0.81818,1,0.058,0,0.15,0.058
350,350,0.53369,0.015859,-0.056832,0.52957,-0.069854,-0.014063,1,0.013802,0.9862,0.25458,1.7809,0.0005786,0.026763,0.014622,0.0018282,0.0013428,14.654,10.9,1.3939e+07,1.3941e+07,0,0.18182,1.837,0.81818,1,0.0582,0,0.15,0.0582
350,350,0.53509,0.015831,-0.056924,0.53096,-0.069878,-0.01408,1,0.013724,0.98628,0.25387,1.7799,0.0005786,0.026693,0.014637,0.001823,0.0013421,14.657,10.917,1.3939e+07,1.3941e+07,0,0.18182,1.8269,0.81818,1,0.0584,0,0.15,0.0584
350,350,0.53648,0.015803,-0.057016,0.53236,-0.069902,-0.014097,1,0.013645,0.98635,0.25316,1.779,0.0005786,0.026622,0.014652,0.0018179,0.0013413,14.659,10.934,1.3939e+07,1.3941e+07,0,0.18182,1.8168,0.81818,1,0.0586,0,0.15,0.0586
350,350,0.53788,0.015775,-0.057108,0.53376,-0.069926,-0.014114,1,0.013566,0.98643,0.25244,1.778,0.0005786,0.026552,0.014668,0.0018128,0.0013406,14.662,10.951,1.3939e+07,1.3941e+07,0,0.18182,1.8066,0.81818,1,0.0588,0,0.15,0.0588
350,350,0.53928,0.015747,-0.0572,0.53515,-0.06995,-0.014131,1,0.013488,0.98651,0.25173,1.7771,0.0005786,0.026481,0.014683,0.0018076,0.0013399,14.664,10.969,1.3939e+07,1.3941e+07,0,0.18182,1.7965,0.81818,1,0.059,0,0.15,0.059
350,350,0.54067,0.015719,-0.057292,0.53655,-0.069975,-0.014147,1,0.013409,0.98659,0.25101,1.7761,0.0005786,0.026411,0.014699,0.0018025,0.0013392,14.667,10.986,1.3939e+07,1.3941e+07,0,0.18182,1.7863,0.81818,1,0.0592,0,0.15,0.0592
350,350,0.54207,0.015691,-0.057384,0.53795,-0.069999,-0.014164,1,0.013331,0.98667,0.2503,1.7752,0.0005786,0.02634,0.014714,0.0017974,0.0013385,14.67,11.003,1.3939e+07,1.3941e+07,0,0.18182,1.7762,0.81818,1,0.0594,0,0.15,0.0594
350,350,0.54346,0.015663,-0.057476,0.53934,-0.070023,-0.014181,1,0.013252,0.98675,0.24959,1.7742,0.0005786,0.02627,0.014729,0.0017923,0.0013378,14.672,11.02,1.3939e+07,1.3941e+07,0,0.18182,1.766,0.81818,1,0.0596,0,0.15,0.0596
350,350,0.54486,0.015635,-0.057568,0.54074,-0.070047,-0.014198,1,0.013174,0.98683,0.24887,1.7733,0.0005786,0.0262,0.014745,0.0017871,0.001337,14.675,11.037,1.3939e+07,1.3941e+07,0,0.18182,1.7559,0.81818,1,0.0598,0,0.15,0.0598
350,350,0.54626,0.015607,-0.05766,0.54214,-0.070071,-0.014215,1,0.013095,0.9869,0.24816,1.7723,0.0005786,0.026129,0.01476,0.001782,0.0013363,14.678,11.054,1.3939e+07,1.3941e+07,0,0.18182,1.7457,0.81818,1,0.06,0,0.15,0.06
350,350,0.54765,0.015579,-0.057752,0.54353,-0.070095,-0.014231,1,0.013016,0.98698,0.24744,1.7714,0.0005786,0.026059,0.014775,0.0017769,0.0013356,14.68,11.071,1.3939e+07,1.3941e+07,0,0.18182,1.7356,0.81818,1,0.0602,0,0.15,0.0602
350,350,0.54905,0.015551,-0.057845,0.54493,-0.070119,-0.014248,1,0.012938,0.98706,0.24673,1.7704,0.0005786,0.025988,0.014791,0.0017717,0.0013349,14.683,11.088,1.3939e+07,1.3941e+07,0,0.18182,1.7254,0.81818,1,0.0604,0,0.15,0.0604
350,350,0.55024,0.015623,-0.057892,0.54612,-0.070047,-0.014248,1,0.012888,0.98711,0.24601,1.7689,0.0005786,0.025926,0.01481,0.0017665,0.0013337,14.692,11.11,1.3939e+07,1.3941e+07,0,0.18182,1.7193,0.81818,1,0.0606,0,0.15,0.0606
350,350,0.5514,0.015709,-0.057933,0.54729,-0.069961,-0.014246,1,0.012841,0.98716,0.24528,1.7673,0.0005786,0.025864,0.01483,0.0017613,0.0013325,14.702,11.133,1.3939e+07,1.3941e+07,0,0.18182,1.7137,0.81818,1,0.0608,0,0.15,0.0608
350,350,0.55256,0.015796,-0.057974,0.54845,-0.069875,-0.014244,1,0.012795,0.9872,0.24455,1.7656,0.0005786,0.025803,0.01485,0.0017561,0.0013313,14.713,11.156,1.3939e+07,1.3941e+07,0,0.18182,1.7081,0.81818,1,0.061,0,0.15,0.061
350,350,0.55372,0.015882,-0.058015,0.54962,-0.069789,-0.014242,1,0.012749,0.98725,0.24383,1.764,0.0005786,0.025741,0.01487,0.0017509,0.0013301,14.723,11.179,1.3939e+07,1.3941e+07,0,0.18182,1.7026,0.81818,1,0.0612,0,0.15,0.0612
350,350,0.55488,0.015968,-0.058057,0.55079,-0.069704,-0.01424,1,0.012703,0.9873,0.2431,1.7624,0.0005786,0.02568,0.01489,0.0017457,0.0013288,14.733,11.202,1.3939e+07,1.3941e+07,0,0.18182,1.697,0.81818,1,0.0614,0,0.15,0.0614
350,350,0.55603,0.016054,-0.058098,0.55195,-0.069618,-0.014237,1,0.012656,0.98734,0.24238,1.7608,0.0005786,0.025618,0.014909,0.0017405,0.0013276,14.744,11.225,1.3939e+07,1.3941e+07,0,0.18182,1.6914,0.81818,1,0.0616,0,0.15,0.0616
350,350,0.55719,0.01614,-0.058139,0.55312,-0.069532,-0.014235,1,0.01261,0.98739,0.24165,1.7591,0.0005786,0.025557,0.014929,0.0017353,0.0013264,14.754,11.248,1.3939e+07,1.3941e+07,0,0.18182,1.6858,0.81818,1,0.0618,0,0.15,0.0618
350,350,0.55835,0.016227,-0.05818,0.55429,-0.069446,-0.014233,1,0.012564,0.98744,0.24093,1.7575,0.0005786,0.025495,0.014949,0.0017301,0.0013251,14.764,11.272,1.3939e+07,1.3941e+07,0,0.18182,1.6802,0.81818,1,0.062,0,0.15,0.062
350,350,0.55951,0.016313,-0.058222,0.55545,-0.069361,-0.014231,1,0.012518,0.98748,0.2402,1.7559,0.0005786,0.025434,0.014969,0.0017249,0.0013239,14.774,11.295,1.3939e+07,1.3941e+07,0,0.18182,1.6746,0.81818,1,0.0622,0,0.15,0.0622
350,350,0.56067,0.016399,-0.058263,0.55662,-0.069275,-0.014229,1,0.012471,0.98753,0.23948,1.7543,0.0005786,0.025372,0.014989,0.0017196,0.0013227,14.785,11.318,1.3939e+07,1.3941e+07,0,0.18182,1.6691,0.81818,1,0.0624,0,0.15,0.0624
350,350,0.56183,0.016485,-0.058304,0.55778,-0.069189,-0.014226,1,0.012425,0.98757,0.23875,1.7526,0.0005786,0.025311,0.015009,0.0017144,0.0013215,14.795,11.341,1.3939e+07,1.3941e+07,0,0.18182,1.6635,0.81818,1,0.0626,0,0.15,0.0626
350,350,0.56299,0.016571,-0.058345,0.55895,-0.069103,-0.014224,1,0.012379,0.98762,0.23802,1.751,0.0005786,0.025249,0.015029,0.0017092,0.0013202,14.805,11.364,1.3939e+07,1.3941e+07,0,0.18182,1.6579,0.81818,1,0.0628,0,0.15,0.0628
350,350,0.56415,0.016658,-0.058387,0.56012,-0.069018,-0.014222,1,0.012332,0.98767,0.2373,1.7494,0.0005786,0.025188,0.015049,0.001704,0.001319,14.816,11.387,1.3939e+07,1.3941e+07,0,0.18182,1.6523,0.81818,1,0.063,0,0.15,0.063
350,350,0.56531,0.016744,-0.058428,0.56128,-0.068932,-0.01422,1,0.012286,0.98771,0.23657,1.7477,0.0005786,0.025126,0.015068,0.0016988,0.0013178,14.826,11.41,1.3939e+07,1.3941e+07,0,0.18182,1.6467,0.81818,1,0.0632,0,0.15,0.0632
350,350,0.56647,0.01683,-0.058469,0.56245,-0.068846,-0.014218,1,0.01224,0.98776,0.23585,1.7461,0.0005786,0.025065,0.015088,0.0016936,0.0013166,14.836,11.433,1.3939e+07,1.3941e+07,0,0.18182,1.6411,0.81818,1,0.0634,0,0.15,0.0634
350,350,0.56763,0.016916,-0.05851,0.56361,-0.068761,-0.014215,1,0.012194,0.98781,0.23512,1.7445,0.0005786,0.025003,0.015108,0.0016884,0.0013153,14.846,11.456,1.3939e+07,1.3941e+07,0,0.18182,1.6356,0.81818,1,0.0636,0,0.15,0.0636
350,350,0.56879,0.017002,-0.058552,0.56478,-0.068675,-0.014213,1,0.012147,0.98785,0.2344,1.7429,0.0005786,0.024942,0.015128,0.0016832,0.0013141,14.857,11.479,1.3939e+07,1.3941e+07,0,0.18182,1.63,0.81818,1,0.0638,0,0.15,0.0638
350,350,0.56995,0.017088,-0.058593,0.56595,-0.068589,-0.014211,1,0.012101,0.9879,0.23367,1.7412,0.0005786,0.02488,0.015148,0.001678,0.0013129,14.867,11.502,1.3939e+07,1.3941e+07,0,0.18182,1.6244,0.81818,1,0.064,0,0.15,0.064
350,350,0.57111,0.017175,-0.058634,0.56711,-0.068503,-0.014209,1,0.012055,0.98795,0.23294,1.7396,0.0005786,0.024819,0.015168,0.0016728,0.0013117,14.877,11.525,1.3939e+07,1.3941e+07,0,0.18182,1.6188,0.81818,1,0.0642,0,0.15,0.0642
350,350,0.57227,0.017261,-0.058675,0.56828,-0.068418,-0.014207,1,0.012009,0.98799,0.23222,1.738,0.0005786,0.024757,0.015188,0.0016675,0.0013104,14.888,11.548,1.3939e+07,1.3941e+07,0,0.18182,1.6132,0.81818,1,0.0644,0,0.15,0.0644
350,350,0.57343,0.017347,-0.058717,0.56945,-0.068332,-0.014205,1,0.011962,0.98804,0.23149,1.7364,0.0005786,0.024696,0.015208,0.0016623,0.0013092,14.898,11.571,1.3939e+07,1.3941e+07,0,0.18182,1.6076,0.81818,1,0.0646,0,0.15,0.0646
350,350,0.57459,0.017433,-0.058758,0.57061,-0.068246,-0.014202,1,0.011916,0.98808,0.23077,1.7347,0.0005786,0.024634,0.015227,0.0016571,0.001308,14.908,11.594,1.3939e+07,1.3941e+07,0,0.18182,1.6021,0.81818,1,0.0648,0,0.15,0.0648
350,350,0.57575,0.017519,-0.058799,0.57178,-0.06816,-0.0142,1,0.01187,0.98813,0.23004,1.7331,0.0005786,0.024573,0.015247,0.0016519,0.0013067,14.918,11.617,1.3939e+07,1.3941e+07,0,0.18182,1.5965,0.81818,1,0.065,0,0.15,0.065
350,350,0.57691,0.017606,-0.058841,0.57294,-0.068075,-0.014198,1,0.011823,0.98818,0.22932,1.7315,0.0005786,0.024511,0.015267,0.0016467,0.0013055,14.929,11.64,1.3939e+07,1.3941e+07,0,0.18182,1.5909,0.81818,1,0.0652,0,0.15,0.0652
350,350,0.57807,0.017692,-0.058882,0.57411,-0.067989,-0.014196,1,0.011777,0.98822,0.22859,1.7298,0.0005786,0.02445,0.015287,0.0016415,0.0013043,14.939,11.663,1.3939e+07,1.3941e+07,0,0.18182,1.5853,0.81818,1,0.0654,0,0.15,0.0654
350,350,0.57923,0.017778,-0.058923,0.57528,-0.067903,-0.014194,1,0.011731,0.98827,0.22787,1.7282,0.0005786,0.024388,0.015307,0.0016363,0.0013031,14.949,11.686,1.3939e+07,1.3941e+07,0,0.18182,1.5797,0.81818,1,0.0656,0,0.15,0.0656
350,350,0.58039,0.017864,-0.058964,0.57644,-0.067817,-0.014191,1,0.011685,0.98832,0.22714,1.7266,0.0005786,0.024327,0.015327,0.0016311,0.0013018,14.96,11.709,1.3939e+07,1.3941e+07,0,0.18182,1.5741,0.81818,1,0.0658,0,0.15,0.0658
350,350,0.58155,0.01795,-0.059006,0.57761,-0.067732,-0.014189,1,0.011638,0.98836,0.22641,1.725,0.0005786,0.024265,0.015347,0.0016259,0.0013006,14.97,11.732,1.3939e+07,1.3941e+07,0,0.18182,1.5685,0.81818,1,0.066,0,0.15,0.066
350,350,0.58271,0.018037,-0.059047,0.57878,-0.067646,-0.014187,1,0.011592,0.98841,0.22569,1.7233,0.0005786,0.024204,0.015367,0.0016206,0.0012994,14.98,11.755,1.3939e+07,1.3941e+07,0,0.18182,1.563,0.81818,1,0.0662,0,0.15,0.0662
350,350,0.58387,0.018123,-0.059088,0.57994,-0.06756,-0.014185,1,0.011546,0.98845,0.22496,1.7217,0.0005786,0.024142,0.015386,0.0016154,0.0012982,14.99,11.778,1.3939e+07,1.3941e+07,0,0.18182,1.5574,0.81818,1,0.0664,0,0.15,0.0664
350,350,0.58503,0.018209,-0.059129,0.58111,-0.067475,-0.014183,1,0.011499,0.9885,0.22424,1.7201,0.0005786,0.024081,0.015406,0.0016102,0.0012969,15.001,11.801,1.3939e+07,1.3941e+07,0,0.18182,1.5518,0.81818,1,0.0666,0,0.15,0.0666
350,350,0.58619,0.018295,-0.059171,0.58227,-0.067389,-0.014181,1,0.011453,0.98855,0.22351,1.7185,0.0005786,0.024019,0.015426,0.001605,0.0012957,15.011,11.824,1.3939e+07,1.3941e+07,0,0.18182,1.5462,0.81818,1,0.0668,0,0.15,0.0668
350,350,0.58735,0.018381,-0.059212,0.58344,-0.067303,-0.014178,1,0.011407,0.98859,0.22279,1.7168,0.0005786,0.023958,0.015446,0.0015998,0.0012945,15.021,11.847,1.3939e+07,1.3941e+07,0,0.18182,1.5406,0.81818,1,0.067,0,0.15,0.067
350,350,0.58851,0.018468,-0.059253,0.58461,-0.067217,-0.014176,1,0.011361,0.98864,0.22206,1.7152,0.0005786,0.023896,0.015466,0.0015946,0.0012933,15.032,11.87,1.3939e+07,1.3941e+07,0,0.18182,1.535,0.81818,1,0.0672,0,0.15,0.0672
350,350,0.58967,0.018554,-0.059295,0.58577,-0.067132,-0.014174,1,0.011314,0.98869,0.22133,1.7136,0.0005786,0.023835,0.015486,0.0015894,0.001292,15.042,11.893,1.3939e+07,1.3941e+07,0,0.18182,1.5295,0.81818,1,0.0674,0,0.15,0.0674
350,350,0.59083,0.01864,-0.059336,0.58694,-0.067046,-0.014172,1,0.011268,0.98873,0.22061,1.712,0.0005786,0.023773,0.015506,0.0015842,0.0012908,15.052,11.916,1.3939e+07,1.3941e+07,0,0.18182,1.5239,0.81818,1,0.0676,0,0.15,0.0676
350,350,0.59199,0.018726,-0.059377,0.58811,-0.06696,-0.01417,1,0.011222,0.98878,0.21988,1.7103,0.0005786,0.023712,0.015526,0.001579,0.0012896,15.062,11.939,1.3939e+07,1.3941e+07,0,0.18182,1.5183,0.81818,1,0.0678,0,0.15,0.0678
350,350,0.59315,0.018812,-0.059418,0.58927,-0.066874,-0.014168,1,0.011176,0.98882,0.21916,1.7087,0.0005786,0.02365,0.015545,0.0015737,0.0012883,15.073,11.962,1.3939e+07,1.3941e+07,0,0.18182,1.5127,0.81818,1,0.068,0,0.15,0.068
350,350,0.59431,0.018899,-0.05946,0.59044,-0.066789,-0.014166,1,0.011129,0.98887,0.21843,1.7071,0.0005786,0.023589,0.015565,0.0015685,0.0012871,15.083,11.985,1.3939e+07,1.3941e+07,0,0.18182,1.5071,0.81818,1,0.0682,0,0.15,0.0682
350,350,0.59547,0.018985,-0.059501,0.5916,-0.066703,-0.014163,1,0.011083,0.98892,0.21771,1.7054,0.0005786,0.023527,0.015585,0.0015633,0.0012859,15.093,12.008,1.3939e+07,1.3941e+07,0,0.18182,1.5015,0.81818,1,0.0684,0,0.15,0.0684
350,350,0.59663,0.019071,-0.059542,0.59277,-0.066617,-0.014161,1,0.011037,0.98896,0.21698,1.7038,0.0005786,0.023466,0.015605,0.0015581,0.0012847,15.103,12.031,1.3939e+07,1.3941e+07,0,0.18182,1.496,0.81818,1,0.0686,0,0.15,0.0686
350,350,0.59779,0.019157,-0.059584,0.59394,-0.066531,-0.014159,1,0.01099,0.98901,0.21625,1.7022,0.0005786,0.023404,0.015625,0.0015529,0.0012834,15.114,12.054,1.3939e+07,1.3941e+07,0,0.18182,1.4904,0.81818,1,0.0688,0,0.15,0.0688
